RegionName,StateName,2015_avg_sale,2015_avg_rent,2016_avg_sale,2016_avg_rent,2017_avg_sale,2017_avg_rent,2018_avg_sale,2018_avg_rent,2019_avg_sale,2019_avg_rent,2020_avg_sale,2020_avg_rent
"Davenport, IA",IL,114326.96298,716.2449479999999,117376.14128333335,726.0128670916666,120046.73530833334,743.5054554499999,125138.11906666665,758.8990415916666,130523.28784166665,776.1233665833333,136390.69947499997,798.0070176333332
"Tallahassee, FL",FL,143760.29436,907.89879154,151841.60064166668,926.0097326333333,160117.1119333333,956.421372075,169851.913775,989.5040536666667,180391.77774166665,1040.1663414166667,195171.92839166665,1060.1716998333332
"Eugene, OR",OR,232527.97831000006,1093.7082068999998,252132.08367500003,1160.0341691666665,274433.072,1229.3284636666663,297618.68189999997,1310.8833896666665,316104.013975,1385.7544706666665,343581.09718333336,1448.23898525
"Naples, FL",FL,310959.8184,1624.4374159000004,336914.8340416667,1704.51743375,341504.46779166657,1764.8002754166666,346412.1056833333,1847.6311441666667,353080.3206166667,1921.032532,360449.9596250001,1986.6909887500003
"Ann Arbor, MI",MI,232865.11405000003,1377.1362532,247271.2282166666,1413.3829603333331,263545.122025,1478.8999526666666,280964.07501666667,1537.7522506666664,296622.0560833333,1589.6880039166665,307030.36364166666,1613.3169876666668
"Ocala, FL",FL,120109.82457999999,903.1323361000001,130425.460025,945.3305901416666,142486.99317499998,1002.4955678083334,156024.31720000002,1064.3450995833334,166415.28984999997,1114.57022425,178227.0311166667,1183.001065
"Fort Collins, CO",CO,315760.12224999996,1333.3480734,349875.1366166666,1374.89592475,379863.0019166666,1408.56377625,403230.25632499997,1453.6524417500002,422177.9427666667,1506.6720754166665,439202.1255,1533.2678196666668
"Rockford, IL",IL,93888.957563,655.6248572799999,101735.10376416666,672.7901064250001,110271.67635000001,692.651657275,118001.05486666666,721.2569394083333,124592.33958333333,754.3215420583332,130553.18153333332,792.251303975
"Gainesville, FL",FL,148253.6305,984.56376679,157261.05584166668,1015.9894692416666,170367.01272499998,1075.0502001666666,183366.08984166666,1131.7022694166665,192760.30745833332,1203.6095915833334,208782.74932499998,1243.8673156666666
"Boulder, CO",CO,439176.17303999997,1564.3650059999998,493997.5746666666,1624.3570369999998,537357.4032,1677.4899186666669,560348.1975666668,1746.5231489999999,578835.0772916668,1809.4778745,608505.73475,1838.835222083333
"Columbus, GA",GA,105778.81668,730.75453402,107539.83589166665,734.1332291750001,108962.34232499999,747.4191787416667,114831.681275,765.3246939583333,121817.07614999998,799.817380525,132189.92184166666,876.6344106416665
"South Bend, IN",IN,99647.76607099999,713.6204442800001,106646.19094166666,740.364425675,114356.80689999998,774.5267230083333,124004.5584,816.1439494249998,133859.0082666667,859.9012078250001,144992.88053333331,917.8542444499999
"Spartanburg, SC",SC,126295.06337000002,929.89302314,132126.10730833333,973.4593465333332,141715.51695000002,1022.4792972833334,153180.52550000002,1070.9441211666665,164890.13840000003,1132.0704344166666,178801.4810083333,1185.3773533333333
"Greeley, CO",CO,261419.18498999998,1262.3654775,289429.3399833333,1307.3150392500002,318655.54588333325,1357.8616899999997,346521.0296333333,1425.0669149999997,365813.14227500005,1481.5914740833332,390074.49021666666,1523.2933415833331
"Lubbock, TX",TX,119734.08002,1103.3347454999998,122688.86606666665,1105.6900759166667,136135.85458333333,1120.4290862500002,146019.74448333334,1131.6783296666665,145519.67781666666,1148.7553880833334,153131.95995000002,1176.8185199166667
"Clarksville, TN",TN,147304.65321000002,848.05366615,146268.735175,853.9141885333333,149981.2286,871.5407469833334,156845.78776666665,906.0775657999999,162917.34985833333,957.8506260000003,178372.71758333335,1015.7289195083334
"Roanoke, VA",VA,155853.95312000002,804.2990087700001,158878.1625666667,822.2652863583335,164034.09952499997,843.90348785,169514.28476666668,865.8298703916668,178617.47967499998,913.3534066166667,193287.156225,960.1920296
"Evansville, IN",IN,115084.95485999998,592.0680484500001,120454.585,608.6549577749998,126388.38388333331,625.9841193416667,133104.84399166668,648.6224847166666,138955.30741666665,673.2799017583334,148893.8839083333,698.3533232333334
"Kennewick, WA",WA,202338.15593,1073.6235379,219748.39979999998,1105.9584819999998,243852.13066666666,1159.9415244999998,271306.338775,1207.6654870833333,298583.82402500004,1259.8326128333335,324454.8751416667,1315.2695960833335
"Hagerstown, MD",MD,167200.54844999997,883.78597518,170441.06313333334,900.4680505916667,177163.3843583333,923.0891008916665,186953.90269166665,944.4785775666666,197212.97961666665,977.5296300583333,209762.9484833333,1027.52732735
"Olympia, WA",WA,250167.0895,1185.246693,270246.87963333336,1246.1770528333334,295153.1851666667,1351.97321925,319468.8793916667,1434.8001358333331,339322.1696249999,1520.4339719166665,375921.49468333327,1627.4680778333334
"Wilmington, NC",NC,203081.49681999997,955.39594227,214471.54555833337,1001.6427118166667,227301.92339166664,1046.1967726666664,241171.48135000002,1095.8223654166666,254728.356975,1202.2502893333335,272999.101975,1261.565647416667
"San Luis Obispo, CA",CA,477738.96304,1831.2454794999999,508648.57252499997,1938.0308370000002,564443.5355666665,2058.384679083333,599377.7502416667,2157.129615083333,612233.0669583332,2241.38908075,642199.9215833334,2323.281175583333
"Crestview, FL",FL,218422.50299,1100.0687626000001,228397.28970833335,1131.61830325,242022.43255833336,1183.8785166666667,260343.0135916667,1249.0674331666667,276777.45869166666,1352.7612572500002,300064.51714999997,1414.6731652500002
"Merced, CA",CA,196346.96439,999.2114188600001,213715.42215,1076.85598675,236367.95330000002,1174.2374584166666,259865.28444999995,1261.2270709166667,280985.58744999993,1341.4385619999996,297897.24609166663,1420.60235775
"Waco, TX",TX,115025.70096,963.4704774900001,122265.43705000001,1002.0296879250001,134559.96694166667,1033.2437920833333,147642.26354166665,1065.1525749166665,158017.24358333333,1108.2099630833334,171321.61991666668,1157.6623585000002
"Cedar Rapids, IA",IA,143603.28405000002,850.4593803099999,144941.1308083333,863.757419425,149509.95509166666,873.5734517333332,155849.41160833335,891.7107216833334,164659.6986166667,915.1540586750001,170948.26426666664,936.5523881333334
"Atlantic City, NJ",NJ,179383.51471,1299.232214,173008.38472499998,1289.0967534166668,169361.99915000002,1274.415869,178285.1306083333,1315.7117374166667,192837.04625,1353.2637942499998,209185.52186666662,1364.7832569166667
"Bremerton, WA",WA,269018.88472999993,1109.9728444,298590.2803583333,1198.3978527499999,333626.64109166665,1292.18185325,360118.44375000003,1384.11689675,383869.37470833334,1481.3485465833335,423873.75945,1542.0708725000002
"Santa Cruz, CA",CA,620994.97809,2153.378101,676455.0670583333,2323.4787826666666,725580.0920166667,2462.5059155,786616.1118416666,2616.330266666667,789552.3143666666,2706.51046025,826863.27985,2773.6541362499997
"Norwich, CT",CT,215997.49322,983.0909672199999,220096.00223333333,1002.5706912249999,230013.4288333333,1020.6690132083332,239068.55380833332,1042.6151315833333,243066.651525,1078.1144152499999,255817.42653333335,1134.437411
"College Station, TX",TX,168264.73370000004,1152.8471350000002,183853.55170833334,1188.6537819166667,199033.29744999998,1211.2307051666664,208146.9466583333,1217.1767915833332,210073.12459999998,1246.61918975,216187.8389166667,1273.3689232499999
"Kalamazoo, MI",MI,131570.5168,803.13437933,139281.09410833332,839.5655870999999,146716.03109166666,871.3978200499997,159391.21145833336,920.3021312833334,172401.92885000003,957.2315748333334,185936.87711666667,982.3406245083333
"Lynchburg, VA",VA,149255.91640000002,711.12603458,153888.84455833334,731.6500678916667,159533.39857500003,750.2268334333334,166108.33456666666,774.4621940083333,173879.89935833335,802.4493707416667,185332.2714333333,847.415550625
"Fort Smith, AR",AR,96175.030688,696.4008932700001,100565.98229833333,711.8454411833333,103311.522725,726.4203493416667,107796.78326666665,737.8206378,113597.47335833333,752.3573401583332,121969.29756666668,786.6560798916666
"Daphne, AL",AL,180636.7297,1063.7021581000001,191322.87521666664,1092.3365888333335,199849.08672500003,1130.406681666667,212505.79955833335,1154.1851925833332,229472.68382500004,1202.39420125,247912.64649166664,1241.8851781666665
"Bellingham, WA",WA,289351.2604,1070.8529924,313243.86730833334,1141.6482569999998,345796.51122499997,1231.8900409166665,381560.28814166674,1331.2041695833332,406691.94486666674,1423.6093689999998,445699.58543333336,1505.138126
"Rochester, MN",MN,172645.12847,1131.5775529999999,185369.46149166665,1166.0465981666669,200911.92605,1201.114843,215118.3258,1223.5397586666668,226524.96538333336,1288.5173688333332,239665.7919166667,1307.8090566666667
"Lafayette, IN",IN,128216.83479,841.2255656799998,134970.390775,861.9429893083333,144261.6601083333,898.8040491916668,153787.60167499998,934.9949381333334,164905.55813333334,973.3868106250001,179752.50485,1009.8921829583334
"Champaign, IL",IL,133044.18926999997,788.36784378,137103.323825,797.5745930333333,141215.94315833334,814.3180761750001,144409.58178333333,828.7170573333333,150092.33250000002,850.4269981916667,152547.58958333335,873.538845125
"Medford, OR",OR,246448.07426,1064.7619762000002,268814.42286666663,1175.0759496666665,295425.4697166667,1277.56969225,317327.390675,1345.43691925,326436.88727500004,1402.3087303333334,343650.26265,1485.9851945
"Las Cruces, NM",NM,163555.07035,910.0657297399999,164801.6428,924.6604167666666,167004.5199916667,953.1925131333333,173041.556975,981.3578917916669,179379.61196666665,1023.8614858750001,190786.21839999998,1086.203259
"Hilton Head Island, SC",SC,256858.38166,1275.7055540000001,271607.44865,1320.3207474166666,279573.8828666666,1390.0681491666667,289901.3088416667,1454.406524,301099.85863333335,1522.5092897499999,314540.64045833325,1570.0562555833333
"Athens, GA",GA,147481.84819999998,909.4532890100002,155202.76046666666,954.5387603,165650.8208,1008.8126286583333,181136.0185583333,1097.2289059166667,199003.80855833334,1176.8513940833334,219691.65214166665,1255.6077285833333
"Lake Havasu City, AZ",AZ,161255.59446,877.71798903,171123.72295,921.36916255,181857.1206416667,978.8068137749998,200457.1831333333,1051.5655669999999,222113.29926666667,1130.6979444166666,243333.09125000003,1219.7062626666668
"Columbia, MO",MO,143502.01074,746.35827404,149144.86615,751.3169275916667,160747.19825833334,763.0458516833334,166892.28315833333,775.447411625,175498.64028333334,790.9304145416668,189456.99606666667,814.3001301583332
"Gainesville, GA",GA,170201.84388,1041.9555775,183072.4490916667,1095.89799425,196490.24476666667,1151.7843574166666,211604.30094166668,1212.2422750833334,226955.580575,1284.3565609999998,242695.03244999997,1324.8426534166667
"Jacksonville, NC",NC,147935.98162,793.9161503,144407.38005,790.7940016666666,147147.064175,799.4905764,155083.73624166672,825.9619023416667,167866.1665833333,900.6263437166667,179417.6713416667,929.1546890333333
"St. Cloud, MN",MN,170841.84581,802.25264825,178541.99747499998,859.3489784666666,189233.72809999998,902.5274010583331,197747.6679,948.2407545666669,208313.38289166664,991.9881073583333,222130.12529166669,1032.3081246666666
"Bend, OR",OR,303688.19831,1246.8390617,333838.61248333333,1345.7314029166666,362332.038775,1429.052657416667,391639.22684166656,1472.9822126666666,411981.1986500001,1567.0433031666669,446728.2291833333,1699.6370000833333
"Warner Robins, GA",GA,127235.62515,872.8053880399999,130333.02457500003,893.7936187666668,133228.94366666666,926.9241576833332,141154.80759166667,957.3064765583332,150343.42713333335,1013.835260958333,159362.1463,1072.5218775
"Torrington, CT",CT,219548.70179,995.5756738799998,224751.189125,998.1211043249999,232819.06613333334,1030.86385875,239453.35225833335,1066.2126401666667,241591.99104999998,1097.6620146666667,253773.41123333338,1212.490791833333
"Punta Gorda, FL",FL,164705.69024,1086.5405475,181893.99209166667,1148.6116385000003,195286.276025,1212.555241,208506.83275833333,1272.5257675,218594.3441416667,1335.853837,230853.6303666667,1413.8992870000002
"Billings, MT",MT,232647.33266000001,928.0525716599999,235447.37113333333,938.6489342833332,239239.95305833334,946.6270442750001,247876.32005833337,957.7565787916668,261341.45079999996,987.025150725,277095.4540916666,1036.6988138250001
"Dover, DE",DE,193258.83208999998,1021.3813866999999,200938.682025,1046.15527225,206417.03909999997,1071.957073,213910.89408333332,1103.3171931666666,226256.87537499997,1137.6662728333333,241860.02133333334,1177.6939338333334
"St. George, UT",UT,274068.59097,1097.1597049,287104.3754166667,1170.8821852499998,306524.3130583333,1255.14516475,339611.65760833333,1335.432782416667,366149.85028333333,1392.6873969166666,395139.6765,1453.6096405833332
"Abilene, TX",TX,109678.23331,740.55582643,115554.40753333333,749.569889375,119359.49703333335,775.8565169083332,127095.01710000001,803.2557374999998,131666.09483333337,835.78876735,138306.17591666666,875.8669894333335
"Auburn, AL",AL,159370.5001,992.0565767,167433.54306666664,1055.44887825,178196.25658333334,1110.4418915833332,188868.59665,1165.8259199166666,202677.55821666666,1225.0971005,217369.38743333332,1257.6000177500002
"Greenville, NC",NC,127324.55997999998,882.8005359000001,129389.3971,905.5567820416668,134305.70823333334,927.1250959666668,140217.6486916667,970.1862439,147936.36207500004,1016.6938534333334,158265.92674999998,1073.12185525
"East Stroudsburg, PA",PA,137306.71128000002,1012.9108180699999,137976.3618416667,1032.4820399166667,143124.1280666667,1091.4821373333334,153637.03042499998,1131.0153473333335,168023.775925,1177.6813881666667,181798.85580000002,1273.7918765000002
"Bloomington, IN",IN,148128.10542,926.4319080899999,155257.72875833334,948.0045887,164866.21381666666,980.4922300333334,177766.14526666663,1013.4960757083333,190400.52526666663,1072.3645953333335,207879.0151333333,1116.36952275
"Sebastian, FL",FL,166890.57045000003,1082.0005391000002,184066.938125,1160.4391270833332,203864.50277499997,1257.034317,223350.19672499996,1333.99101175,235426.55819166664,1408.6859306666665,247969.87911666665,1502.0344841666667
"Idaho Falls, ID",ID,166360.56556000002,691.5639874999999,180031.67053333332,715.0173118416668,197193.9607083333,765.458393075,218161.6113416667,820.0777365416667,240082.1734666667,876.6770294916668,273088.68064166664,946.584219325
"Grand Junction, CO",CO,204144.596,904.1912326400001,215231.93831666664,928.1198607,228471.914075,965.5465341500002,248591.14737500003,1031.7474828583333,269066.8126499999,1102.0152331666666,291444.81091666664,1162.0334428333333
"Wichita Falls, TX",TX,86601.305302,781.01909113,87569.76891749998,799.2477506166665,89945.96836666668,822.260228325,95230.859155,847.8153811666667,100375.48653416666,877.4599465833334,109312.43946666666,942.7240458833334
"Valdosta, GA",GA,111814.21552,924.70065815,112288.704225,924.9233461166665,111761.72089166667,937.3029606166666,116861.516,948.1935991583332,122574.02086666667,962.9817095833333,130199.33875000001,1022.50361345
"Winchester, VA",VA,206205.55330000003,1211.3341851,214035.207325,1233.684429,225189.52444166667,1266.7343607499997,235360.66127499996,1320.7705708333335,246306.71725,1371.0655924166667,260268.05506666665,1440.391335333333
"Sumter, SC",SC,105606.14771,815.24508383,107526.08795,836.7837203666667,107847.34930833332,861.4099633333335,112790.96806666664,912.4683538749999,126280.88300833333,952.7790181166665,137570.54264166666,1003.1019278416667
"Manhattan, KS",KS,145323.03638,917.73801563,148434.0476,907.9487608916667,154331.77774999998,905.4864462999999,158614.79624999998,908.7109400666665,162517.76264166666,904.0777420666667,172407.03561666666,913.7771152583333
"Lawton, OK",OK,96614.56035900001,706.4117115700001,94123.43278416665,705.6131942500001,91868.34591666666,715.8083102333334,91725.76946416667,724.7994428416665,93153.04179999999,738.5407176333333,98299.91706416667,765.8551978250001
"New Bern, NC",NC,130007.68245000001,911.9051051700002,133730.90756666666,920.0657517166668,138795.796625,932.6344931083332,145021.63212500003,955.3539088416666,151650.2443,1016.1620301583333,162524.90099166665,1046.7063870833335
"Missoula, MT",MT,273837.77174,804.20528723,288381.08774166665,829.2422024166666,308345.2375666667,854.8257544000002,324674.6581333333,874.1304193750001,339476.14716666663,908.9664533666665,369456.22232500004,977.2040858166666
"California, MD",MD,269057.49847,1184.5140909000002,268898.75305833336,1203.9802973333333,276627.5406416667,1234.47961625,284371.8882583334,1272.2142834166668,293786.7555916666,1303.9584166666666,310369.78515,1368.6455580833335
"Cheyenne, WY",WY,232777.97328000003,921.65908092,243250.0891166667,939.0430476166666,254811.31848333334,953.345604025,266900.3766,970.1873453750001,286751.891375,1011.9991586666665,315484.7992416666,1049.973222
"Corvallis, OR",OR,294621.07283,1270.9066569,314140.12220000004,1326.2264343333334,335533.69075833337,1391.74061775,359516.85779999994,1466.2408856666668,376735.904725,1514.40983675,399047.3616833333,1541.2843937500002
"Oak Harbor, WA",WA,290023.68535,926.87357639,323802.2068916667,1051.6575816916666,358259.8653500001,1165.0753288333333,389004.0673416667,1234.2994939166667,407356.33918333333,1277.2003474166668,444990.2505666667,1333.4104313333335
"Enterprise, AL",AL,122696.26764999998,837.6145929,124554.83139166667,851.9081869583332,125333.34029166667,877.4554443583334,129426.49451666667,898.7701323833335,132732.13647499998,936.8585520333335,140890.0734,987.6100043249999
